"Bin","Room","Rack","Type","Status","SKU","Males","Females","Pregnant Females","Mothers","Mother Slots","Rats/Litter","Due Date","Birth Date","Grow-out Start","Source Bin","Active Vacation Mothers","Label Primary","Label Secondary","QR Target","SKU Freezer On Hand","Shopify Variant IDs","Last Event","Note","Updated At"
"B5-41","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-41","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-41","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-42","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-42","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-42","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-43","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-43","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-43","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-44","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-44","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-44","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B5-45","breeding","Breed 5","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B5-45","Breeding / Breed 5 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B5-45","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-10","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-10","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-10","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-11","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-11","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-11","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-12","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-12","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-12","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-13","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-13","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-13","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-14","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-14","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-14","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-15","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-15","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-15","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-16","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-16","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-16","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-17","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-17","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-17","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-18","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-18","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-18","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-19","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-19","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-19","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-20","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-20","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-20","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-21","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-21","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-21","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-22","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-22","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-22","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-23","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-23","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-23","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-24","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-24","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-24","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-25","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-25","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-25","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-26","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-26","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-26","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-27","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-27","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-27","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-28","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-28","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-28","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-29","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-29","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-29","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-30","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-30","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-30","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-31","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-31","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-31","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-32","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-32","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-32","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-33","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-33","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-33","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-34","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-34","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-34","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-35","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-35","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-35","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-36","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-36","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-36","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-37","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-37","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-37","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-38","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-38","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-38","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-39","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-39","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-39","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-40","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-40","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-40","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-41","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-41","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-41","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-42","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-42","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-42","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-43","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-43","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-43","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-44","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-44","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-44","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"B6-45","breeding","Breed 6","70S","breeding","No SKU","1","7","0","0","","0","","","","","0","B6-45","Breeding / Breed 6 / 70S · Breeder rotation","https://app.frostbitefeeders.com/inventory-test/#B6-45","","","","Active breeder bin","2026-06-18T03:02:59.863Z"
"G1-10","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-10","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-10","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-11","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-11","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-11","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-12","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-12","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-12","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-13","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-13","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-13","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-14","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-14","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-14","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-15","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-15","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-15","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-16","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-16","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-16","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-17","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-17","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-17","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-18","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-18","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-18","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-19","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-19","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-19","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-20","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-20","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-20","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-21","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-21","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-21","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-22","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-22","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-22","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-23","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-23","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-23","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-24","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-24","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-24","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-25","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-25","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-25","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-26","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-26","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-26","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-27","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-27","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-27","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-28","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-28","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-28","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-29","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-29","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-29","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-30","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-30","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-30","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-31","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-31","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-31","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-32","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-32","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-32","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-33","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-33","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-33","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-34","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-34","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-34","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-35","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-35","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-35","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-36","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-36","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-36","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-37","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-37","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-37","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-38","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-38","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-38","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-39","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-39","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-39","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-40","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-40","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-40","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-41","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-41","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-41","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G1-42","growout","Grow 1","70S","open","No SKU","0","0","0","0","","0","","","","","0","G1-42","Grow-out / Grow 1 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G1-42","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-10","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-10","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-10","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-11","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-11","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-11","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-12","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-12","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-12","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-13","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-13","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-13","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-14","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-14","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-14","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-15","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-15","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-15","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-16","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-16","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-16","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-17","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-17","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-17","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-18","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-18","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-18","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-19","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-19","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-19","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-20","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-20","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-20","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-21","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-21","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-21","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-22","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-22","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-22","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-23","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-23","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-23","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-24","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-24","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-24","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-25","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-25","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-25","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-26","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-26","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-26","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-27","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-27","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-27","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-28","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-28","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-28","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-29","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-29","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-29","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-30","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-30","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-30","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-31","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-31","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-31","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-32","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-32","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-32","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-33","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-33","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-33","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-34","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-34","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-34","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-35","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-35","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-35","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-36","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-36","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-36","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-37","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-37","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-37","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-38","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-38","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-38","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-39","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-39","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-39","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-40","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-40","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-40","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-41","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-41","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-41","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
"G2-42","growout","Grow 2","70S","open","No SKU","0","0","0","0","","0","","","","","0","G2-42","Grow-out / Grow 2 / 70S · Grow-out batch","https://app.frostbitefeeders.com/inventory-test/#G2-42","","","","Available grow-out position","2026-06-18T03:02:59.863Z"
